CreationDate,UserIds,Operations,AuditData
2019-12-02T21:17:18.0000000Z,*REDACTED*,MoveToDeletedItems,"{""CreationTime"": ""2019-12-02T21:17:18"", ""Id"": ""*REDACTED*"", ""Operation"": ""MoveToDeletedItems"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 3, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""SessionId"": ""*REDACTED*"", ""AffectedItems"": ""*REDACTED*"", ""CrossMailboxOperation"": false, ""DestFolder"": ""*REDACTED*"", ""Folder"": ""*REDACTED*""}"
2019-12-02T20:32:11.0000000Z,*REDACTED*,FileAccessed,"{""CreationTime"": ""2019-12-02T20:32:11"", ""Id"": ""*REDACTED*"", ""Operation"": ""FileAccessed"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 6, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""SharePoint"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""EventSource"": ""SharePoint"", ""ItemType"": ""File"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*"", ""SourceFileExtension"": ""spcolor"", ""SiteUrl"": ""*REDACTED*"", ""SourceFileName"": ""*REDACTED*"", ""SourceRelativeUrl"": ""*REDACTED*""}"
2019-12-02T20:45:19.0000000Z,*REDACTED*,PageViewed,"{""CreationTime"": ""2019-12-02T20:45:19"", ""Id"": ""*REDACTED*"", ""Operation"": ""PageViewed"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 4, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""SharePoint"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""CustomUniqueId"": false, ""EventSource"": ""SharePoint"", ""ItemType"": ""Page"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*""}"
2019-12-02T16:46:05.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T16:46:05"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T19:28:13.0000000Z,*REDACTED*,FilePreviewed,"{""CreationTime"": ""2019-12-02T19:28:13"", ""Id"": ""*REDACTED*"", ""Operation"": ""FilePreviewed"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 6, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""SharePoint"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""EventSource"": ""SharePoint"", ""ItemType"": ""File"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*"", ""SourceFileExtension"": ""jpg"", ""SiteUrl"": ""*REDACTED*"", ""SourceFileName"": ""*REDACTED*"", ""SourceRelativeUrl"": ""*REDACTED*""}"
2019-12-02T20:32:13.0000000Z,*REDACTED*,UserLoggedIn,"{""CreationTime"": ""2019-12-02T20:32:13"", ""Id"": ""*REDACTED*"", ""Operation"": ""UserLoggedIn"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 15, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""AzureActiveDirectory"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""AzureActiveDirectoryEventType"": 1, ""ExtendedProperties"": ""*REDACTED*"", ""ModifiedProperties"": ""*REDACTED*"", ""Actor"": ""*REDACTED*"", ""ActorContextId"": ""*REDACTED*"", ""ActorIpAddress"": ""*REDACTED*"", ""InterSystemsId"": ""*REDACTED*"", ""IntraSystemId"": ""*REDACTED*"", ""SupportTicketId"": """", ""Target"": ""*REDACTED*"", ""TargetContextId"": ""*REDACTED*"", ""ApplicationId"": ""*REDACTED*""}"
2019-12-02T20:21:47.0000000Z,*REDACTED*,FileSyncUploadedFull,"{""CreationTime"": ""2019-12-02T20:21:47"", ""Id"": ""*REDACTED*"", ""Operation"": ""FileSyncUploadedFull"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 6, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""OneDrive"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""EventSource"": ""SharePoint"", ""ItemType"": ""File"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*"", ""MachineId"": ""*REDACTED*"", ""FileSyncBytesCommitted"": ""1352"", ""ImplicitShare"": ""No"", ""SourceFileExtension"": ""sql"", ""SiteUrl"": ""*REDACTED*"", ""SourceFileName"": ""*REDACTED*"", ""SourceRelativeUrl"": ""*REDACTED*""}"
2019-12-02T21:22:55.0000000Z,*REDACTED*,PageViewed,"{""CreationTime"": ""2019-12-02T21:22:55"", ""Id"": ""*REDACTED*"", ""Operation"": ""PageViewed"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 4, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""SharePoint"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""CustomUniqueId"": false, ""EventSource"": ""SharePoint"", ""ItemType"": ""Page"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*""}"
2019-12-02T19:06:56.0000000Z,*REDACTED*,UserLoggedIn,"{""CreationTime"": ""2019-12-02T19:06:56"", ""Id"": ""*REDACTED*"", ""Operation"": ""UserLoggedIn"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 15, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""AzureActiveDirectory"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""AzureActiveDirectoryEventType"": 1, ""ExtendedProperties"": ""*REDACTED*"", ""ModifiedProperties"": ""*REDACTED*"", ""Actor"": ""*REDACTED*"", ""ActorContextId"": ""*REDACTED*"", ""ActorIpAddress"": ""*REDACTED*"", ""InterSystemsId"": ""*REDACTED*"", ""IntraSystemId"": ""*REDACTED*"", ""SupportTicketId"": """", ""Target"": ""*REDACTED*"", ""TargetContextId"": ""*REDACTED*"", ""ApplicationId"": ""*REDACTED*""}"
2019-12-02T19:06:54.0000000Z,*REDACTED*,UserLoggedIn,"{""CreationTime"": ""2019-12-02T19:06:54"", ""Id"": ""*REDACTED*"", ""Operation"": ""UserLoggedIn"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 15, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""AzureActiveDirectory"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""AzureActiveDirectoryEventType"": 1, ""ExtendedProperties"": ""*REDACTED*"", ""ModifiedProperties"": ""*REDACTED*"", ""Actor"": ""*REDACTED*"", ""ActorContextId"": ""*REDACTED*"", ""ActorIpAddress"": ""*REDACTED*"", ""InterSystemsId"": ""*REDACTED*"", ""IntraSystemId"": ""*REDACTED*"", ""SupportTicketId"": """", ""Target"": ""*REDACTED*"", ""TargetContextId"": ""*REDACTED*"", ""ApplicationId"": ""*REDACTED*""}"
2019-12-02T15:39:30.0000000Z,*REDACTED*,UserLoggedIn,"{""CreationTime"": ""2019-12-02T15:39:30"", ""Id"": ""*REDACTED*"", ""Operation"": ""UserLoggedIn"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 15, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""AzureActiveDirectory"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""AzureActiveDirectoryEventType"": 1, ""ExtendedProperties"": ""*REDACTED*"", ""ModifiedProperties"": ""*REDACTED*"", ""Actor"": ""*REDACTED*"", ""ActorContextId"": ""*REDACTED*"", ""ActorIpAddress"": ""*REDACTED*"", ""InterSystemsId"": ""*REDACTED*"", ""IntraSystemId"": ""*REDACTED*"", ""SupportTicketId"": """", ""Target"": ""*REDACTED*"", ""TargetContextId"": ""*REDACTED*"", ""ApplicationId"": ""*REDACTED*""}"
2019-12-02T20:22:15.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T20:22:15"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T20:19:34.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T20:19:34"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T14:35:59.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T14:35:59"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T13:57:04.0000000Z,*REDACTED*,MoveToDeletedItems,"{""CreationTime"": ""2019-12-02T13:57:04"", ""Id"": ""*REDACTED*"", ""Operation"": ""MoveToDeletedItems"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 3, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""SessionId"": ""*REDACTED*"", ""AffectedItems"": ""*REDACTED*"", ""CrossMailboxOperation"": false, ""DestFolder"": ""*REDACTED*"", ""Folder"": ""*REDACTED*""}"
2019-12-02T21:33:48.0000000Z,*REDACTED*,FileSyncUploadedFull,"{""CreationTime"": ""2019-12-02T21:33:48"", ""Id"": ""*REDACTED*"", ""Operation"": ""FileSyncUploadedFull"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 6, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""OneDrive"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""EventSource"": ""SharePoint"", ""ItemType"": ""File"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*"", ""MachineId"": ""*REDACTED*"", ""FileSyncBytesCommitted"": ""1639"", ""ImplicitShare"": ""No"", ""SourceFileExtension"": ""sql"", ""SiteUrl"": ""*REDACTED*"", ""SourceFileName"": ""*REDACTED*"", ""SourceRelativeUrl"": ""*REDACTED*""}"
2019-12-02T19:40:14.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T19:40:14"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T20:49:16.0000000Z,*REDACTED*,ClientViewSignaled,"{""CreationTime"": ""2019-12-02T20:49:16"", ""Id"": ""*REDACTED*"", ""Operation"": ""ClientViewSignaled"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 4, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""SharePoint"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""CustomUniqueId"": false, ""EventSource"": ""SharePoint"", ""ItemType"": ""Page"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*""}"
