CreationDate,UserIds,Operations,AuditData
2019-12-02T21:33:48.0000000Z,*REDACTED*,FileSyncUploadedFull,"{""CreationTime"": ""2019-12-02T21:33:48"", ""Id"": ""*REDACTED*"", ""Operation"": ""FileSyncUploadedFull"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 6, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""OneDrive"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""EventSource"": ""SharePoint"", ""ItemType"": ""File"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*"", ""MachineId"": ""*REDACTED*"", ""FileSyncBytesCommitted"": ""1639"", ""ImplicitShare"": ""No"", ""SourceFileExtension"": ""sql"", ""SiteUrl"": ""*REDACTED*"", ""SourceFileName"": ""*REDACTED*"", ""SourceRelativeUrl"": ""*REDACTED*""}"
2019-12-02T21:33:25.0000000Z,*REDACTED*,FileSyncDownloadedFull,"{""CreationTime"": ""2019-12-02T21:33:25"", ""Id"": ""*REDACTED*"", ""Operation"": ""FileSyncDownloadedFull"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 6, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""OneDrive"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""EventSource"": ""SharePoint"", ""ItemType"": ""File"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*"", ""MachineDomainInfo"": ""*REDACTED*"", ""MachineId"": ""*REDACTED*"", ""FileSyncBytesCommitted"": ""1642"", ""SourceFileExtension"": ""sql"", ""SiteUrl"": ""*REDACTED*"", ""SourceFileName"": ""*REDACTED*"", ""SourceRelativeUrl"": ""*REDACTED*""}"
2019-12-02T20:55:42.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T20:55:42"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T20:18:44.0000000Z,*REDACTED*,FileSyncUploadedFull,"{""CreationTime"": ""2019-12-02T20:18:44"", ""Id"": ""*REDACTED*"", ""Operation"": ""FileSyncUploadedFull"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 6, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""OneDrive"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""EventSource"": ""SharePoint"", ""ItemType"": ""File"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*"", ""MachineId"": ""*REDACTED*"", ""FileSyncBytesCommitted"": ""1424"", ""ImplicitShare"": ""No"", ""SourceFileExtension"": ""sql"", ""SiteUrl"": ""*REDACTED*"", ""SourceFileName"": ""*REDACTED*"", ""SourceRelativeUrl"": ""*REDACTED*""}"
2019-12-02T19:39:45.0000000Z,*REDACTED*,UserLoggedIn,"{""CreationTime"": ""2019-12-02T19:39:45"", ""Id"": ""*REDACTED*"", ""Operation"": ""UserLoggedIn"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 15, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""AzureActiveDirectory"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""AzureActiveDirectoryEventType"": 1, ""ExtendedProperties"": ""*REDACTED*"", ""ModifiedProperties"": ""*REDACTED*"", ""Actor"": ""*REDACTED*"", ""ActorContextId"": ""*REDACTED*"", ""ActorIpAddress"": ""*REDACTED*"", ""InterSystemsId"": ""*REDACTED*"", ""IntraSystemId"": ""*REDACTED*"", ""SupportTicketId"": """", ""Target"": ""*REDACTED*"", ""TargetContextId"": ""*REDACTED*"", ""ApplicationId"": ""*REDACTED*""}"
2019-12-02T20:49:20.0000000Z,*REDACTED*,UserLoggedIn,"{""CreationTime"": ""2019-12-02T20:49:20"", ""Id"": ""*REDACTED*"", ""Operation"": ""UserLoggedIn"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 15, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""AzureActiveDirectory"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""AzureActiveDirectoryEventType"": 1, ""ExtendedProperties"": ""*REDACTED*"", ""ModifiedProperties"": ""*REDACTED*"", ""Actor"": ""*REDACTED*"", ""ActorContextId"": ""*REDACTED*"", ""ActorIpAddress"": ""*REDACTED*"", ""InterSystemsId"": ""*REDACTED*"", ""IntraSystemId"": ""*REDACTED*"", ""SupportTicketId"": """", ""Target"": ""*REDACTED*"", ""TargetContextId"": ""*REDACTED*"", ""ApplicationId"": ""*REDACTED*""}"
2019-12-02T20:49:18.0000000Z,*REDACTED*,UserLoggedIn,"{""CreationTime"": ""2019-12-02T20:49:18"", ""Id"": ""*REDACTED*"", ""Operation"": ""UserLoggedIn"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 15, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""AzureActiveDirectory"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""AzureActiveDirectoryEventType"": 1, ""ExtendedProperties"": ""*REDACTED*"", ""ModifiedProperties"": ""*REDACTED*"", ""Actor"": ""*REDACTED*"", ""ActorContextId"": ""*REDACTED*"", ""ActorIpAddress"": ""*REDACTED*"", ""InterSystemsId"": ""*REDACTED*"", ""IntraSystemId"": ""*REDACTED*"", ""SupportTicketId"": """", ""Target"": ""*REDACTED*"", ""TargetContextId"": ""*REDACTED*"", ""ApplicationId"": ""*REDACTED*""}"
2019-12-02T20:34:03.0000000Z,*REDACTED*,ViewedSearchPreviewed,"{""CreationTime"": ""2019-12-02T20:34:03"", ""Id"": ""*REDACTED*"", ""Operation"": ""ViewedSearchPreviewed"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 24, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""SecurityComplianceCenter"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""Case"": """", ""ExchangeLocations"": ""*REDACTED*"", ""ExtendedProperties"": ""*REDACTED*"", ""ObjectType"": ""SearchAction"", ""Parameters"": ""*REDACTED*"", ""PublicFolderLocations"": """", ""Query"": ""*REDACTED*"", ""SharepointLocations"": """"}"
2019-12-02T20:33:53.0000000Z,*REDACTED*,ViewedSearchPreviewed,"{""CreationTime"": ""2019-12-02T20:33:53"", ""Id"": ""*REDACTED*"", ""Operation"": ""ViewedSearchPreviewed"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 24, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""SecurityComplianceCenter"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""Case"": """", ""ExchangeLocations"": ""*REDACTED*"", ""ExtendedProperties"": ""*REDACTED*"", ""ObjectType"": ""SearchAction"", ""Parameters"": ""*REDACTED*"", ""PublicFolderLocations"": """", ""Query"": ""*REDACTED*"", ""SharepointLocations"": """"}"
2019-12-02T21:03:56.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T21:03:56"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T15:19:41.0000000Z,*REDACTED*,UserLoggedIn,"{""CreationTime"": ""2019-12-02T15:19:41"", ""Id"": ""*REDACTED*"", ""Operation"": ""UserLoggedIn"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 15, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""AzureActiveDirectory"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""AzureActiveDirectoryEventType"": 1, ""ExtendedProperties"": ""*REDACTED*"", ""ModifiedProperties"": ""*REDACTED*"", ""Actor"": ""*REDACTED*"", ""ActorContextId"": ""*REDACTED*"", ""ActorIpAddress"": ""*REDACTED*"", ""InterSystemsId"": ""*REDACTED*"", ""IntraSystemId"": ""*REDACTED*"", ""SupportTicketId"": """", ""Target"": ""*REDACTED*"", ""TargetContextId"": ""*REDACTED*"", ""ApplicationId"": ""*REDACTED*""}"
2019-12-02T21:17:17.0000000Z,*REDACTED*,MoveToDeletedItems,"{""CreationTime"": ""2019-12-02T21:17:17"", ""Id"": ""*REDACTED*"", ""Operation"": ""MoveToDeletedItems"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 3, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""SessionId"": ""*REDACTED*"", ""AffectedItems"": ""*REDACTED*"", ""CrossMailboxOperation"": false, ""DestFolder"": ""*REDACTED*"", ""Folder"": ""*REDACTED*""}"
2019-12-02T19:46:41.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T19:46:41"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T20:24:46.0000000Z,*REDACTED*,SearchViewed,"{""CreationTime"": ""2019-12-02T20:24:46"", ""Id"": ""*REDACTED*"", ""Operation"": ""SearchViewed"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 24, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""SecurityComplianceCenter"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""Case"": """", ""ExchangeLocations"": ""*REDACTED*"", ""ExtendedProperties"": ""*REDACTED*"", ""ObjectType"": ""Search"", ""Parameters"": ""*REDACTED*"", ""PublicFolderLocations"": """", ""Query"": ""*REDACTED*"", ""SharepointLocations"": """"}"
2019-12-02T19:28:09.0000000Z,*REDACTED*,FileAccessed,"{""CreationTime"": ""2019-12-02T19:28:09"", ""Id"": ""*REDACTED*"", ""Operation"": ""FileAccessed"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 6, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""SharePoint"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""CustomUniqueId"": false, ""EventSource"": ""SharePoint"", ""ItemType"": ""File"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*"", ""SourceFileExtension"": ""png"", ""SiteUrl"": ""*REDACTED*"", ""SourceFileName"": ""*REDACTED*"", ""SourceRelativeUrl"": ""*REDACTED*""}"
2019-12-02T19:57:42.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T19:57:42"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T19:56:01.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T19:56:01"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T14:56:36.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T14:56:36"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T14:36:10.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T14:36:10"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T19:59:01.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T19:59:01"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T19:53:39.0000000Z,*REDACTED*,Create,"{""CreationTime"": ""2019-12-02T19:53:39"", ""Id"": ""*REDACTED*"", ""Operation"": ""Create"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 2, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""Item"": ""*REDACTED*""}"
2019-12-02T14:26:41.0000000Z,*REDACTED*,MoveToDeletedItems,"{""CreationTime"": ""2019-12-02T14:26:41"", ""Id"": ""*REDACTED*"", ""Operation"": ""MoveToDeletedItems"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 3, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""Exchange"", ""ClientIP"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""ClientIPAddress"": ""*REDACTED*"", ""ClientInfoString"": ""*REDACTED*"", ""ExternalAccess"": false, ""InternalLogonType"": 0, ""LogonType"": 0, ""LogonUserSid"": ""*REDACTED*"", ""MailboxGuid"": ""*REDACTED*"", ""MailboxOwnerSid"": ""*REDACTED*"", ""MailboxOwnerUPN"": ""*REDACTED*"", ""OrganizationName"": ""*REDACTED*"", ""OriginatingServer"": ""*REDACTED*"", ""SessionId"": ""*REDACTED*"", ""AffectedItems"": ""*REDACTED*"", ""CrossMailboxOperation"": false, ""DestFolder"": ""*REDACTED*"", ""Folder"": ""*REDACTED*""}"
2019-12-02T14:13:53.0000000Z,*REDACTED*,FileAccessedExtended,"{""CreationTime"": ""2019-12-02T14:13:53"", ""Id"": ""*REDACTED*"", ""Operation"": ""FileAccessedExtended"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 6, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""OneDrive"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""EventSource"": ""SharePoint"", ""ItemType"": ""File"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*"", ""SourceFileExtension"": ""aspx"", ""SiteUrl"": ""*REDACTED*"", ""SourceFileName"": ""*REDACTED*"", ""SourceRelativeUrl"": ""*REDACTED*""}"
2019-12-02T15:39:28.0000000Z,*REDACTED*,UserLoggedIn,"{""CreationTime"": ""2019-12-02T15:39:28"", ""Id"": ""*REDACTED*"", ""Operation"": ""UserLoggedIn"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 15, ""ResultStatus"": ""Succeeded"", ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""AzureActiveDirectory"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""AzureActiveDirectoryEventType"": 1, ""ExtendedProperties"": ""*REDACTED*"", ""ModifiedProperties"": ""*REDACTED*"", ""Actor"": ""*REDACTED*"", ""ActorContextId"": ""*REDACTED*"", ""ActorIpAddress"": ""*REDACTED*"", ""InterSystemsId"": ""*REDACTED*"", ""IntraSystemId"": ""*REDACTED*"", ""SupportTicketId"": """", ""Target"": ""*REDACTED*"", ""TargetContextId"": ""*REDACTED*"", ""ApplicationId"": ""*REDACTED*""}"
2019-12-02T14:23:00.0000000Z,*REDACTED*,SecureLinkUpdated,"{""CreationTime"": ""2019-12-02T14:23:00"", ""Id"": ""*REDACTED*"", ""Operation"": ""SecureLinkUpdated"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 14, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""OneDrive"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""EventSource"": ""SharePoint"", ""ItemType"": ""File"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*"", ""EventData"": ""*REDACTED*"", ""SourceFileExtension"": ""xlsx"", ""UniqueSharingId"": ""*REDACTED*"", ""SiteUrl"": ""*REDACTED*"", ""SourceFileName"": ""*REDACTED*"", ""SourceRelativeUrl"": ""*REDACTED*""}"
2019-12-02T14:23:00.0000000Z,*REDACTED*,SharingSet,"{""CreationTime"": ""2019-12-02T14:23:00"", ""Id"": ""*REDACTED*"", ""Operation"": ""SharingSet"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 14, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""OneDrive"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""EventSource"": ""SharePoint"", ""ItemType"": ""File"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*"", ""EventData"": ""*REDACTED*"", ""SourceFileExtension"": ""xlsx"", ""TargetUserOrGroupType"": ""SharePointGroup"", ""SiteUrl"": ""*REDACTED*"", ""SourceFileName"": ""*REDACTED*"", ""SourceRelativeUrl"": ""*REDACTED*"", ""TargetUserOrGroupName"": ""*REDACTED*""}"
2019-12-02T19:27:06.0000000Z,*REDACTED*,FileAccessed,"{""CreationTime"": ""2019-12-02T19:27:06"", ""Id"": ""*REDACTED*"", ""Operation"": ""FileAccessed"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 6, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""SharePoint"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""EventSource"": ""SharePoint"", ""ItemType"": ""File"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*"", ""SourceFileExtension"": ""spcolor"", ""SiteUrl"": ""*REDACTED*"", ""SourceFileName"": ""*REDACTED*"", ""SourceRelativeUrl"": ""*REDACTED*""}"
2019-12-02T20:32:11.0000000Z,*REDACTED*,PageViewed,"{""CreationTime"": ""2019-12-02T20:32:11"", ""Id"": ""*REDACTED*"", ""Operation"": ""PageViewed"", ""OrganizationId"": ""*REDACTED*"", ""RecordType"": 4, ""UserKey"": ""*REDACTED*"", ""UserType"": 0, ""Version"": 1, ""Workload"": ""SharePoint"", ""ClientIP"": ""*REDACTED*"", ""ObjectId"": ""*REDACTED*"", ""UserId"": ""*REDACTED*"", ""CorrelationId"": ""*REDACTED*"", ""CustomUniqueId"": false, ""EventSource"": ""SharePoint"", ""ItemType"": ""Page"", ""ListId"": ""*REDACTED*"", ""ListItemUniqueId"": ""*REDACTED*"", ""Site"": ""*REDACTED*"", ""UserAgent"": ""*REDACTED*"", ""WebId"": ""*REDACTED*""}"
