Operation,SiteUrl,TargetUserOrGroupType,Site,WebId,UserAgent,ClientIP,ListId,EventSource,UserType,ObjectId,SourceRelativeUrl,OrganizationId,SourceFileExtension,SourceFileName,UserKey,UserId,CreationTime,TargetUserOrGroupName,EventData,Version,ListItemUniqueId,RecordType,CorrelationId,ItemType,Workload,Id,ApplicationId,CustomUniqueId
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:53:34,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
SharingSet,*REDACTED*,SecurityGroup,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:54:01,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
AddedToGroup,*REDACTED*,SecurityGroup,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:54:01,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
SharingSet,*REDACTED*,SecurityGroup,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:54:01,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
AddedToGroup,*REDACTED*,SecurityGroup,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:54:01,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:54:11,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:54:11,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:54:11,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
RemovedFromGroup,*REDACTED*,Member,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:54:11,*REDACTED*,*REDACTED*,1,,14,*REDACTED*,Web,SharePoint,*REDACTED*,,
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:54:28,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,True
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T13:54:28,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,True
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,png,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:07:19,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,png,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:07:19,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:07:38,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:07:38,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:07:38,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:07:38,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:07:38,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:07:38,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:07:38,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:07:38,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:07:38,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:07:38,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:22:40,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:22:40,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:22:40,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:22:40,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:22:40,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T14:22:40,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T14:42:12,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T14:42:12,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T14:42:15,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T14:42:15,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,aspx,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:07:45,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,*REDACTED*,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,aspx,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:07:45,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,*REDACTED*,
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T15:29:44,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T15:29:44,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
FilePreviewed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,png,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:29:46,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FilePreviewed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,png,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:29:46,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FilePreviewed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:29:46,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FilePreviewed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,png,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:29:46,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FilePreviewed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,jpg,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:29:46,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
FilePreviewed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,png,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:29:46,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,,
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T15:29:47,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T15:29:47,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T15:39:25,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T15:39:25,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T15:39:28,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T15:39:28,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,aspx,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T16:29:10,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,*REDACTED*,
FileAccessed,*REDACTED*,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,*REDACTED*,*REDACTED*,aspx,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T16:29:10,,,1,*REDACTED*,6,*REDACTED*,File,SharePoint,*REDACTED*,*REDACTED*,
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T19:06:51,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T19:06:51,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
PageViewed,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,SharePoint,0,*REDACTED*,,*REDACTED*,,,*REDACTED*,*REDACTED*,2019-12-02T19:06:54,,,1,*REDACTED*,4,*REDACTED*,Page,SharePoint,*REDACTED*,,False
