SessionId,UniqueSharingId,ObjectType,Folder,AffectedItems,Case,ClientProcessName,DestinationFileExtension,LogonUserSid,MailboxOwnerMasterAccountSid,ItemType,TargetUserOrGroupType,ClientVersion,CorrelationId,EventData,Version,ExtendedProperties,SecurityComplianceCenterEventType,ImplicitShare,DestinationRelativeUrl,PublicFolderLocations,MailboxOwnerSid,ClientIP,ApplicationId,UserAgent,MailboxOwnerUPN,SourceRelativeUrl,OriginatingServer,TargetContextId,CrossMailboxOperation,AzureActiveDirectoryEventType,RecordType,Id,MailboxGuid,UserId,Site,WebId,InternalLogonType,MachineDomainInfo,Operation,FileSyncBytesCommitted,ClientIPAddress,ListId,ObjectId,EventSource,CmdletVersion,OrganizationId,ActorContextId,ListItemUniqueId,SourceFileName,ResultStatus,MachineId,SupportTicketId,Item,CreationTime,SiteUrl,ExchangeLocations,TargetUserOrGroupName,DestinationFileName,Target,InterSystemsId,Actor,EffectiveOrganization,SharepointLocations,DestFolder,ExternalAccess,ModifiedProperties,CustomUniqueId,UserType,StartTime,NonPIIParameters,ClientApplication,Query,Parameters,ActorIpAddress,SourceFileExtension,UserServicePlan,LogonType,IntraSystemId,OrganizationName,Workload,ClientInfoString,UserKey
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:11,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:11,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:11,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:13,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:13,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:14,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:14,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:14,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:14,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:16,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:16,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:16,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:16,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:17,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:17,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:19,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:19,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:20,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:20,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:20,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:20,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:22,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:22,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:59,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:56:59,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:57:04,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:57:04,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:57:05,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:57:05,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:57:07,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T13:57:07,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T13:58:13,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T13:58:13,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T13:58:14,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T13:58:14,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:01:13,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:01:13,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:02:19,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:02:19,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:02:24,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:02:24,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T14:06:01,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T14:06:01,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T14:06:02,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T14:06:02,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T14:06:02,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T14:06:02,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:12:33,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:12:33,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T14:26:41,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
*REDACTED*,,,*REDACTED*,*REDACTED*,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,False,,3,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,MoveToDeletedItems,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,,2019-12-02T14:26:41,,,,,,,,,,*REDACTED*,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:35:50,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:35:50,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:35:50,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:35:50,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:35:59,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:35:59,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
,,,,,,,,*REDACTED*,,,,,,,1,,,,,,*REDACTED*,*REDACTED*,,,*REDACTED*,,*REDACTED*,,,,2,*REDACTED*,*REDACTED*,*REDACTED*,,,0,,Create,,*REDACTED*,,,,,*REDACTED*,,,,Succeeded,,,*REDACTED*,2019-12-02T14:36:10,,,,,,,,,,,False,,,0,,,,,,,,,0,,*REDACTED*,Exchange,*REDACTED*,*REDACTED*
