Operation,OrganizationName,MailboxOwnerSid,ClientIP,MailboxGuid,CrossMailboxOperation,MailboxOwnerMasterAccountSid,UserType,ClientIPAddress,Folder,LogonUserSid,ResultStatus,InternalLogonType,ModifiedProperties,OrganizationId,DestFolder,MailboxOwnerUPN,UserKey,AffectedItems,UserId,CreationTime,Item,ClientInfoString,ClientProcessName,ClientVersion,Version,RecordType,Workload,ExternalAccess,OriginatingServer,LogonType,SessionId,Id
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T15:51:50,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T15:51:56,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:04:14,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:04:21,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:04:49,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:05:43,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:06:14,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:06:46,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-11-26T16:06:56,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-11-26T16:06:56,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:07:14,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:07:19,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:07:32,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:08:36,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:08:42,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:08:46,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:09:07,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:09:16,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-11-26T16:20:58,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:23:04,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:23:19,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:28:13,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:28:33,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:30:04,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:34:31,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:39:51,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:41:00,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:41:01,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:41:29,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:41:39,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:45:31,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-11-26T16:46:11,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-11-26T16:46:11,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:47:07,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:47:21,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:47:32,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:47:44,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:47:47,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:54:32,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:55:20,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:55:58,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:58:28,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T16:59:11,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:01:48,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:02:21,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:02:56,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:04:58,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:05:19,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:05:23,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:05:41,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:06:07,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:06:09,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:06:50,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:09:07,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:09:12,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:10:37,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-11-26T17:17:01,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-11-26T17:17:02,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T17:18:36,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-11-26T17:28:59,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:10:52,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-11-26T18:17:02,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-11-26T18:17:03,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:17:23,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:22:33,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:22:48,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:23:33,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:35:07,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:35:15,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:35:15,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:35:24,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:35:36,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:35:42,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:35:42,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:35:47,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:35:50,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:36:04,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:36:22,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:36:33,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:36:38,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:36:40,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:36:41,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:36:58,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T18:36:59,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
